site,distance,n_tussocks,area
here_5,142,6,4
here_5,144,3,4
here_5,146,1,4
here_5,148,0,4
here_5,150,0,4
here_5,152,0,4
here_5,154,2,4
here_5,156,4,4
here_5,158,0,4
here_5,160,0,4
here_5,162,0,4
here_5,164,0,4
here_5,166,0,4
here_5,168,0,4
here_5,170,0,4
here_5,172,0,4
here_5,174,0,4
here_5,176,0,4
here_5,178,0,4
here_5,180,0,4
here_5,182,0,4
here_5,184,0,4
here_5,186,0,4
here_5,188,4,4
here_5,190,1,4
here_5,192,0,4
here_5,194,0,4
here_5,196,0,4
here_5,198,0,4
8_19_1,0,5,4
8_19_1,2,2,4
8_19_1,4,9,4
8_19_1,6,3,4
8_19_1,8,2,4
8_19_1,10,1,4
8_19_1,12,0,4
8_19_1,14,8,4
8_19_1,16,5,4
8_19_1,18,3,4
8_19_1,20,1,4
8_19_1,22,2,4
8_19_1,24,0,4
8_19_1,26,2,4
8_19_1,28,0,4
8_19_1,30,1,4
8_19_1,32,1,4
8_19_1,34,3,4
8_19_1,36,2,4
8_19_1,38,5,4
8_19_1,40,0,4
8_19_1,42,0,4
8_19_1,44,0,4
8_19_1,46,5,4
8_19_1,48,4,4
8_19_1,50,0,4
8_19_1,52,0,4
8_19_1,54,1,4
8_19_1,56,0,4
8_19_1,58,2,4
8_19_1,60,0,4
8_19_1,62,2,4
8_19_1,64,1,4
8_19_1,66,0,4
8_19_1,68,2,4
8_19_1,70,2,4
8_19_1,72,1,4
8_19_1,74,1,4
8_19_1,76,3,4
8_19_1,78,0,4
8_19_1,80,0,4
8_19_1,82,0,4
8_19_1,84,0,4
8_19_1,86,0,4
8_19_1,88,3,4
8_19_1,90,0,4
8_19_1,92,0,4
8_19_1,94,0,4
8_19_1,96,0,4
8_19_1,98,0,4
8_19_1,100,0,4
8_19_1,102,0,4
8_19_1,104,3,4
8_19_1,106,1,4
8_19_1,108,0,4
8_19_1,110,2,4
8_19_1,112,0,4
8_19_1,114,1,4
8_19_1,116,0,4
8_19_1,118,3,4
8_19_1,120,0,4
8_19_1,122,1,4
8_19_1,124,4,4
8_19_1,126,0,4
8_19_1,128,0,4
8_19_1,130,0,4
8_19_1,132,0,4
8_19_1,134,1,4
8_19_1,136,0,4
8_19_1,138,1,4
8_19_1,140,2,4
8_19_1,142,2,4
8_19_1,144,1,4
8_19_1,146,0,4
8_19_1,148,0,4
8_19_1,150,2,4
8_19_1,152,1,4
8_19_1,154,1,4
8_19_1,156,0,4
8_19_1,158,0,4
8_19_1,160,7,4
8_19_1,162,9,4
8_19_1,164,2,4
8_19_1,166,1,4
8_19_1,168,3,4
8_19_1,170,1,4
8_19_1,172,1,4
8_19_1,174,1,4
8_19_1,176,0,4
8_19_1,178,0,4
8_19_1,180,0,4
8_19_1,182,1,4
8_19_1,184,0,4
8_19_1,186,0,4
8_19_1,188,0,4
8_19_1,190,0,4
8_19_1,192,0,4
8_19_1,194,1,4
8_19_1,196,1,4
8_19_1,198,0,4
8_20_1,0,2,4
8_20_1,2,2,4
8_20_1,4,6,4
8_20_1,6,8,4
8_20_1,8,2,4
8_20_1,10,1,4
8_20_1,12,4,4
8_20_1,14,2,4
8_20_1,16,1,4
8_20_1,18,1,4
8_20_1,20,1,4
8_20_1,22,0,4
8_20_1,24,0,4
8_20_1,26,0,4
8_20_1,28,1,4
8_20_1,30,2,4
8_20_1,32,2,4
8_20_1,34,1,4
8_20_1,36,0,4
8_20_1,38,0,4
8_20_1,40,0,4
8_20_1,42,0,4
8_20_1,44,0,4
8_20_1,46,1,4
8_20_1,48,0,4
8_20_1,50,0,4
8_20_1,52,1,4
8_20_1,54,0,4
8_20_1,56,1,4
8_20_1,58,0,4
8_20_1,60,0,4
8_20_1,62,0,4
8_20_1,64,0,4
8_20_1,66,2,4
8_20_1,68,0,4
8_20_1,70,2,4
8_20_1,72,0,4
8_20_1,74,3,4
8_20_1,76,0,4
8_20_1,78,0,4
8_20_1,80,0,4
8_20_1,82,2,4
8_20_1,84,1,4
8_20_1,86,0,4
8_20_1,88,1,4
8_20_1,90,2,4
8_20_1,92,1,4
8_20_1,94,0,4
8_20_1,96,0,4
8_20_1,98,0,4
8_20_1,100,2,4
8_20_1,102,0,4
8_20_1,104,2,4
8_20_1,106,8,4
8_20_1,108,0,4
8_20_1,110,3,4
8_20_1,112,1,4
8_20_1,114,0,4
8_20_1,116,2,4
8_20_1,118,0,4
8_20_1,120,1,4
8_20_1,122,5,4
8_20_1,124,0,4
8_20_1,126,0,4
8_20_1,128,0,4
8_20_1,130,0,4
8_20_1,132,1,4
8_20_1,134,0,4
8_20_1,136,2,4
8_20_1,138,14,4
8_20_1,140,2,4
8_20_1,142,1,4
8_20_1,144,7,4
8_20_1,146,6,4
8_20_1,148,9,4
8_20_1,150,1,4
8_20_1,152,1,4
8_20_1,154,3,4
8_20_1,156,0,4
8_20_1,158,2,4
8_20_1,160,1,4
8_20_1,162,2,4
8_20_1,164,0,4
8_20_1,166,0,4
8_20_1,168,0,4
8_20_1,170,0,4
8_20_1,172,0,4
8_20_1,174,0,4
8_20_1,176,0,4
8_20_1,178,0,4
8_20_1,180,0,4
8_20_1,182,0,4
8_20_1,184,0,4
8_20_1,186,0,4
8_20_1,188,0,4
8_20_1,190,0,4
8_20_1,192,0,4
8_20_1,194,0,4
8_20_1,196,0,4
8_20_1,198,0,4
8_22_1,0,0,4
8_22_1,2,0,4
8_22_1,4,9,4
8_22_1,6,1,4
8_22_1,8,4,4
8_22_1,10,5,4
8_22_1,12,0,4
8_22_1,14,0,4
8_22_1,16,0,4
8_22_1,18,0,4
8_22_1,20,0,4
8_22_1,22,0,4
8_22_1,24,0,4
8_22_1,26,0,4
8_22_1,28,0,4
8_22_1,30,0,4
8_22_1,32,0,4
8_22_1,34,0,4
8_22_1,36,0,4
8_22_1,38,0,4
8_22_1,40,0,4
8_22_1,42,0,4
8_22_1,44,0,4
8_22_1,46,0,4
8_22_1,48,0,4
8_22_1,50,0,4
8_22_1,52,0,4
8_22_1,54,0,4
8_22_1,56,0,4
8_22_1,58,0,4
8_22_1,60,0,4
8_22_1,62,0,4
8_22_1,64,4,4
8_22_1,66,1,4
8_22_1,68,0,4
8_22_1,70,0,4
8_22_1,72,0,4
8_22_1,74,0,4
8_22_1,76,0,4
8_22_1,78,0,4
8_22_1,80,0,4
8_22_1,82,0,4
8_22_1,84,0,4
8_22_1,86,0,4
8_22_1,88,0,4
8_22_1,90,0,4
8_22_1,92,0,4
8_22_1,94,0,4
8_22_1,96,0,4
8_22_1,98,0,4
8_22_1,100,0,4
8_22_1,102,0,4
8_22_1,104,1,4
8_22_1,106,4,4
8_22_1,108,0,4
8_22_1,110,0,4
8_22_1,112,0,4
8_22_1,114,0,4
8_22_1,116,0,4
8_22_1,118,0,4
8_22_1,120,0,4
8_22_1,122,0,4
8_22_1,124,0,4
8_22_1,126,0,4
8_22_1,128,0,4
8_22_1,130,0,4
8_22_1,132,0,4
8_22_1,134,0,4
8_22_1,136,0,4
8_22_1,138,0,4
8_22_1,140,0,4
8_22_1,142,0,4
8_22_1,144,0,4
8_22_1,146,0,4
8_22_1,148,0,4
8_22_1,150,0,4
8_22_1,152,0,4
8_22_1,154,0,4
8_22_1,156,0,4
8_22_1,158,0,4
8_22_1,160,0,4
8_22_1,162,0,4
8_22_1,164,0,4
8_22_1,166,0,4
8_22_1,168,0,4
8_22_1,170,0,4
8_22_1,172,0,4
8_22_1,174,0,4
8_22_1,176,0,4
8_22_1,178,0,4
8_22_1,180,0,4
8_22_1,182,0,4
8_22_1,184,0,4
8_22_1,186,0,4
8_22_1,188,0,4
8_22_1,190,0,4
8_22_1,192,0,4
8_22_1,194,0,4
8_22_1,196,0,4
8_22_1,198,0,4
8_22_2,0,0,4
8_22_2,2,0,4
8_22_2,4,0,4
8_22_2,6,0,4
8_22_2,8,0,4
8_22_2,10,0,4
8_22_2,12,0,4
8_22_2,14,0,4
8_22_2,16,0,4
8_22_2,18,0,4
8_22_2,20,1,4
8_22_2,22,0,4
8_22_2,24,0,4
8_22_2,26,0,4
8_22_2,28,1,4
8_22_2,30,0,4
8_22_2,32,0,4
8_22_2,34,0,4
8_22_2,36,0,4
8_22_2,38,0,4
8_22_2,40,0,4
8_22_2,42,0,4
8_22_2,44,0,4
8_22_2,46,0,4
8_22_2,48,0,4
8_22_2,50,0,4
8_22_2,52,0,4
8_22_2,54,0,4
8_22_2,56,0,4
8_22_2,58,0,4
8_22_2,60,0,4
8_22_2,62,0,4
8_22_2,64,0,4
8_22_2,66,0,4
8_22_2,68,0,4
8_22_2,70,0,4
8_22_2,72,0,4
8_22_2,74,0,4
8_22_2,76,0,4
8_22_2,78,0,4
8_22_2,80,0,4
8_22_2,82,0,4
8_22_2,84,0,4
8_22_2,86,0,4
8_22_2,88,0,4
8_22_2,90,0,4
8_22_2,92,0,4
8_22_2,94,0,4
8_22_2,96,0,4
8_22_2,98,0,4
8_22_2,100,0,4
8_22_2,102,0,4
8_22_2,104,0,4
8_22_2,106,0,4
8_22_2,108,0,4
8_22_2,110,0,4
8_22_2,112,0,4
8_22_2,114,0,4
8_22_2,116,0,4
8_22_2,118,0,4
8_22_2,120,0,4
8_22_2,122,0,4
8_22_2,124,0,4
8_22_2,126,0,4
8_22_2,128,0,4
8_22_2,130,0,4
8_22_2,132,0,4
8_22_2,134,0,4
8_22_2,136,0,4
8_22_2,138,0,4
8_22_2,140,4,4
8_22_2,142,12,4
8_22_2,144,15,4
8_22_2,146,3,4
8_22_2,148,1,4
8_22_2,150,2,4
8_22_2,152,0,4
8_22_2,154,0,4
8_22_2,156,1,4
8_22_2,158,1,4
8_22_2,160,8,4
8_22_2,162,7,4
8_22_2,164,2,4
8_22_2,166,0,4
8_22_2,168,0,4
8_22_2,170,0,4
8_22_2,172,0,4
8_22_2,174,0,4
8_22_2,176,0,4
8_22_2,178,0,4
8_22_2,180,0,4
8_22_2,182,0,4
8_22_2,184,0,4
8_22_2,186,0,4
8_22_2,188,0,4
8_22_2,190,0,4
8_22_2,192,1,4
8_22_2,194,0,4
8_22_2,196,0,4
8_22_2,198,4,4
oil_spill_hill_14,0,24,4
oil_spill_hill_14,2,23,4
oil_spill_hill_14,4,23,4
oil_spill_hill_14,6,16,4
oil_spill_hill_14,8,14,4
oil_spill_hill_14,10,19,4
oil_spill_hill_14,12,12,4
oil_spill_hill_14,14,21,4
oil_spill_hill_14,16,16,4
oil_spill_hill_14,18,16,4
oil_spill_hill_14,20,17,4
oil_spill_hill_14,22,22,4
oil_spill_hill_14,24,22,4
oil_spill_hill_14,26,21,4
oil_spill_hill_14,28,19,4
oil_spill_hill_14,30,23,4
oil_spill_hill_14,32,18,4
oil_spill_hill_14,34,18,4
oil_spill_hill_14,36,15,4
oil_spill_hill_14,38,17,4
oil_spill_hill_14,40,16,4
oil_spill_hill_14,42,17,4
oil_spill_hill_14,44,14,4
oil_spill_hill_14,46,12,4
oil_spill_hill_14,48,14,4
oil_spill_hill_14,50,8,4
oil_spill_hill_14,52,13,4
oil_spill_hill_14,54,12,4
oil_spill_hill_14,56,14,4
oil_spill_hill_14,58,18,4
oil_spill_hill_14,60,15,4
oil_spill_hill_14,62,16,4
oil_spill_hill_14,64,13,4
oil_spill_hill_14,66,15,4
oil_spill_hill_14,68,15,4
oil_spill_hill_14,70,17,4
oil_spill_hill_14,72,19,4
oil_spill_hill_14,74,17,4
oil_spill_hill_14,76,15,4
oil_spill_hill_14,78,17,4
oil_spill_hill_14,80,18,4
oil_spill_hill_14,82,19,4
oil_spill_hill_14,84,18,4
oil_spill_hill_14,86,22,4
oil_spill_hill_14,88,20,4
oil_spill_hill_14,90,23,4
oil_spill_hill_14,92,13,4
oil_spill_hill_14,94,29,4
oil_spill_hill_14,96,21,4
oil_spill_hill_14,98,20,4
oil_spill_hill_14,100,20,4
oil_spill_hill_14,102,21,4
oil_spill_hill_14,104,20,4
oil_spill_hill_14,106,24,4
oil_spill_hill_14,108,25,4
oil_spill_hill_14,110,21,4
oil_spill_hill_14,112,11,4
oil_spill_hill_14,114,15,4
oil_spill_hill_14,116,22,4
oil_spill_hill_14,118,19,4
oil_spill_hill_14,120,15,4
oil_spill_hill_14,122,16,4
oil_spill_hill_14,124,17,4
oil_spill_hill_14,126,15,4
oil_spill_hill_14,128,23,4
oil_spill_hill_14,130,16,4
oil_spill_hill_14,132,14,4
oil_spill_hill_14,134,19,4
oil_spill_hill_14,136,17,4
oil_spill_hill_14,138,15,4
oil_spill_hill_14,140,14,4
oil_spill_hill_14,142,18,4
oil_spill_hill_14,144,18,4
oil_spill_hill_14,146,14,4
oil_spill_hill_14,148,18,4
oil_spill_hill_14,150,18,4
oil_spill_hill_14,152,21,4
oil_spill_hill_14,154,17,4
oil_spill_hill_14,156,18,4
oil_spill_hill_14,158,16,4
oil_spill_hill_14,160,20,4
oil_spill_hill_14,162,11,4
oil_spill_hill_14,164,14,4
oil_spill_hill_14,166,22,4
oil_spill_hill_14,168,21,4
oil_spill_hill_14,170,22,4
oil_spill_hill_14,172,24,4
oil_spill_hill_14,174,19,4
oil_spill_hill_14,176,16,4
oil_spill_hill_14,178,15,4
oil_spill_hill_14,180,15,4
oil_spill_hill_14,182,12,4
oil_spill_hill_14,184,18,4
oil_spill_hill_14,186,20,4
oil_spill_hill_14,188,14,4
oil_spill_hill_14,190,15,4
oil_spill_hill_14,192,16,4
oil_spill_hill_14,194,15,4
oil_spill_hill_14,196,17,4
oil_spill_hill_14,198,20,4
pump_station_7,0,15,4
pump_station_7,2,21,4
pump_station_7,4,17,4
pump_station_7,6,17,4
pump_station_7,8,14,4
pump_station_7,10,17,4
pump_station_7,12,18,4
pump_station_7,14,20,4
pump_station_7,16,10,4
pump_station_7,18,17,4
pump_station_7,20,15,4
pump_station_7,22,13,4
pump_station_7,24,15,4
pump_station_7,26,18,4
pump_station_7,28,16,4
pump_station_7,30,12,4
pump_station_7,32,16,4
pump_station_7,34,13,4
pump_station_7,36,19,4
pump_station_7,38,21,4
pump_station_7,40,15,4
pump_station_7,42,13,4
pump_station_7,44,18,4
pump_station_7,46,22,4
pump_station_7,48,15,4
pump_station_7,50,19,4
pump_station_7,52,14,4
pump_station_7,54,17,4
pump_station_7,56,21,4
pump_station_7,58,12,4
pump_station_7,60,14,4
pump_station_7,62,16,4
pump_station_7,64,14,4
pump_station_7,66,14,4
pump_station_7,68,20,4
pump_station_7,70,12,4
pump_station_7,72,15,4
pump_station_7,74,14,4
pump_station_7,76,13,4
pump_station_7,78,16,4
pump_station_7,80,15,4
pump_station_7,82,13,4
pump_station_7,84,8,4
pump_station_7,86,13,4
pump_station_7,88,15,4
pump_station_7,90,15,4
pump_station_7,92,18,4
pump_station_7,94,20,4
pump_station_7,96,23,4
pump_station_7,98,24,4
pump_station_7,100,13,4
pump_station_7,102,23,4
pump_station_7,104,18,4
pump_station_7,106,16,4
pump_station_7,108,23,4
pump_station_7,110,19,4
pump_station_7,112,26,4
pump_station_7,114,20,4
pump_station_7,116,23,4
pump_station_7,118,23,4
pump_station_7,120,15,4
pump_station_7,122,16,4
pump_station_7,124,20,4
pump_station_7,126,16,4
pump_station_7,128,19,4
pump_station_7,130,19,4
pump_station_7,132,29,4
pump_station_7,134,23,4
pump_station_7,136,24,4
pump_station_7,138,20,4
pump_station_7,140,12,4
pump_station_7,142,20,4
pump_station_7,144,18,4
pump_station_7,146,13,4
pump_station_7,148,19,4
pump_station_7,150,17,4
pump_station_7,152,27,4
pump_station_7,154,24,4
pump_station_7,156,23,4
pump_station_7,158,17,4
pump_station_7,160,15,4
pump_station_7,162,18,4
pump_station_7,164,21,4
pump_station_7,166,20,4
pump_station_7,168,17,4
pump_station_7,170,22,4
pump_station_7,172,15,4
pump_station_7,174,24,4
pump_station_7,176,15,4
pump_station_7,178,25,4
pump_station_7,180,15,4
pump_station_7,182,19,4
pump_station_7,184,22,4
pump_station_7,186,23,4
pump_station_7,188,18,4
pump_station_7,190,21,4
pump_station_7,192,15,4
pump_station_7,194,18,4
pump_station_7,196,20,4
pump_station_7,198,19,4
happy_valley_21,0,11,4
happy_valley_21,2,11,4
happy_valley_21,4,12,4
happy_valley_21,6,11,4
happy_valley_21,8,14,4
happy_valley_21,10,12,4
happy_valley_21,12,10,4
happy_valley_21,14,9,4
happy_valley_21,16,8,4
happy_valley_21,18,14,4
happy_valley_21,20,11,4
happy_valley_21,22,12,4
happy_valley_21,24,14,4
happy_valley_21,26,16,4
happy_valley_21,28,10,4
happy_valley_21,30,12,4
happy_valley_21,32,11,4
happy_valley_21,34,11,4
happy_valley_21,36,10,4
happy_valley_21,38,12,4
happy_valley_21,40,11,4
happy_valley_21,42,13,4
happy_valley_21,44,16,4
happy_valley_21,46,14,4
happy_valley_21,48,9,4
happy_valley_21,50,10,4
happy_valley_21,52,11,4
happy_valley_21,54,11,4
happy_valley_21,56,9,4
happy_valley_21,58,13,4
happy_valley_21,60,12,4
happy_valley_21,62,13,4
happy_valley_21,64,9,4
happy_valley_21,66,14,4
happy_valley_21,68,11,4
happy_valley_21,70,12,4
happy_valley_21,72,14,4
happy_valley_21,74,14,4
happy_valley_21,76,11,4
happy_valley_21,78,12,4
happy_valley_21,80,13,4
happy_valley_21,82,10,4
happy_valley_21,84,11,4
happy_valley_21,86,15,4
happy_valley_21,88,12,4
happy_valley_21,90,14,4
happy_valley_21,92,16,4
happy_valley_21,94,12,4
happy_valley_21,96,12,4
happy_valley_21,98,17,4
happy_valley_21,100,8,4
happy_valley_21,102,13,4
happy_valley_21,104,9,4
happy_valley_21,106,14,4
happy_valley_21,108,11,4
happy_valley_21,110,13,4
happy_valley_21,112,13,4
happy_valley_21,114,13,4
happy_valley_21,116,15,4
happy_valley_21,118,14,4
happy_valley_21,120,13,4
happy_valley_21,122,13,4
happy_valley_21,124,11,4
happy_valley_21,126,12,4
happy_valley_21,128,14,4
happy_valley_21,130,15,4
happy_valley_21,132,17,4
happy_valley_21,134,15,4
happy_valley_21,136,15,4
happy_valley_21,138,14,4
happy_valley_21,140,15,4
happy_valley_21,142,15,4
happy_valley_21,144,18,4
happy_valley_21,146,21,4
happy_valley_21,148,16,4
happy_valley_21,150,15,4
happy_valley_21,152,11,4
happy_valley_21,154,20,4
happy_valley_21,156,18,4
happy_valley_21,158,15,4
happy_valley_21,160,13,4
happy_valley_21,162,8,4
happy_valley_21,164,11,4
happy_valley_21,166,16,4
happy_valley_21,168,17,4
happy_valley_21,170,20,4
happy_valley_21,172,14,4
happy_valley_21,174,16,4
happy_valley_21,176,12,4
happy_valley_21,178,15,4
happy_valley_21,180,17,4
happy_valley_21,182,16,4
happy_valley_21,184,14,4
happy_valley_21,186,16,4
happy_valley_21,188,10,4
happy_valley_21,190,14,4
happy_valley_21,192,11,4
happy_valley_21,194,16,4
happy_valley_21,196,13,4
happy_valley_21,198,13,4
pump_station,0,6,4
pump_station,2,6,4
pump_station,4,8,4
pump_station,6,12,4
pump_station,8,8,4
pump_station,10,9,4
pump_station,12,8,4
pump_station,14,3,4
pump_station,16,3,4
pump_station,18,6,4
pump_station,20,4,4
pump_station,22,6,4
pump_station,24,6,4
pump_station,26,5,4
pump_station,28,11,4
pump_station,30,8,4
pump_station,32,3,4
pump_station,34,9,4
pump_station,36,9,4
pump_station,38,8,4
pump_station,40,8,4
pump_station,42,7,4
pump_station,44,6,4
pump_station,46,11,4
pump_station,48,16,4
pump_station,50,11,4
pump_station,52,7,4
pump_station,54,5,4
pump_station,56,3,4
pump_station,58,4,4
pump_station,60,11,4
pump_station,62,10,4
pump_station,64,10,4
pump_station,66,6,4
pump_station,68,9,4
pump_station,70,5,4
pump_station,72,4,4
pump_station,74,10,4
pump_station,76,9,4
pump_station,78,9,4
pump_station,80,12,4
pump_station,82,13,4
pump_station,84,17,4
pump_station,86,17,4
pump_station,88,11,4
pump_station,90,16,4
pump_station,92,12,4
pump_station,94,9,4
pump_station,96,8,4
pump_station,98,5,4
pump_station,100,7,4
pump_station,102,7,4
pump_station,104,14,4
pump_station,106,8,4
pump_station,108,7,4
pump_station,110,7,4
pump_station,112,9,4
pump_station,114,11,4
pump_station,116,8,4
pump_station,118,9,4
pump_station,120,4,4
pump_station,122,8,4
pump_station,124,11,4
pump_station,126,6,4
pump_station,128,4,4
pump_station,130,8,4
pump_station,132,10,4
pump_station,134,7,4
pump_station,136,13,4
pump_station,138,11,4
pump_station,140,16,4
pump_station,142,14,4
pump_station,144,12,4
pump_station,146,14,4
pump_station,148,10,4
pump_station,150,15,4
pump_station,152,12,4
pump_station,154,12,4
pump_station,156,12,4
pump_station,158,13,4
pump_station,160,7,4
pump_station,162,7,4
pump_station,164,11,4
pump_station,166,17,4
pump_station,168,11,4
pump_station,170,10,4
pump_station,172,11,4
pump_station,174,15,4
pump_station,176,15,4
pump_station,178,14,4
pump_station,180,11,4
pump_station,182,12,4
pump_station,184,6,4
pump_station,186,11,4
pump_station,188,15,4
pump_station,190,12,4
pump_station,192,14,4
pump_station,194,12,4
pump_station,196,12,4
pump_station,198,5,4
8_25_2,0,0,4
8_25_2,2,0,4
8_25_2,4,0,4
8_25_2,6,0,4
8_25_2,8,4,4
8_25_2,10,2,4
8_25_2,12,0,4
8_25_2,14,0,4
8_25_2,16,4,4
8_25_2,18,3,4
8_25_2,20,6,4
8_25_2,22,0,4
8_25_2,24,0,4
8_25_2,26,2,4
8_25_2,28,8,4
8_25_2,30,0,4
8_25_2,32,0,4
8_25_2,34,2,4
8_25_2,36,1,4
8_25_2,38,1,4
8_25_2,40,0,4
8_25_2,42,0,4
8_25_2,44,0,4
8_25_2,46,0,4
8_25_2,48,0,4
8_25_2,50,0,4
8_25_2,52,0,4
8_25_2,54,0,4
8_25_2,56,0,4
8_25_2,58,0,4
8_25_2,60,0,4
8_25_2,62,0,4
8_25_2,64,0,4
8_25_2,66,0,4
8_25_2,68,0,4
8_25_2,70,0,4
8_25_2,72,0,4
8_25_2,74,0,4
8_25_2,76,0,4
8_25_2,78,0,4
8_25_2,80,0,4
8_25_2,82,0,4
8_25_2,84,0,4
8_25_2,86,0,4
8_25_2,88,0,4
8_25_2,90,0,4
8_25_2,92,0,4
8_25_2,94,0,4
8_25_2,96,0,4
8_25_2,98,0,4
8_25_2,100,0,4
8_25_2,102,0,4
8_25_2,104,0,4
8_25_2,106,0,4
8_25_2,108,0,4
8_25_2,110,0,4
8_25_2,112,0,4
8_25_2,114,0,4
8_25_2,116,1,4
8_25_2,118,0,4
8_25_2,120,0,4
8_25_2,122,0,4
8_25_2,124,0,4
8_25_2,126,0,4
8_25_2,128,0,4
8_25_2,130,0,4
8_25_2,132,0,4
8_25_2,134,0,4
8_25_2,136,0,4
8_25_2,138,0,4
8_25_2,140,0,4
8_25_2,142,0,4
8_25_2,144,0,4
8_25_2,146,0,4
8_25_2,148,0,4
8_25_2,150,0,4
8_25_2,152,0,4
8_25_2,154,0,4
8_25_2,156,0,4
8_25_2,158,0,4
8_25_2,160,0,4
8_25_2,162,0,4
8_25_2,164,0,4
8_25_2,166,0,4
8_25_2,168,0,4
8_25_2,170,0,4
8_25_2,172,0,4
8_25_2,174,0,4
8_25_2,176,0,4
8_25_2,178,0,4
8_25_2,180,0,4
8_25_2,182,0,4
8_25_2,184,0,4
8_25_2,186,0,4
8_25_2,188,0,4
8_25_2,190,0,4
8_25_2,192,0,4
8_25_2,194,0,4
8_25_2,196,0,4
8_25_2,198,0,4
8_25_2,200,0,4
8_25_1,0,0,4
8_25_1,2,0,4
8_25_1,4,0,4
8_25_1,6,0,4
8_25_1,8,0,4
8_25_1,10,0,4
8_25_1,12,0,4
8_25_1,14,0,4
8_25_1,16,0,4
8_25_1,18,0,4
8_25_1,20,0,4
8_25_1,22,0,4
8_25_1,24,0,4
8_25_1,26,0,4
8_25_1,28,0,4
8_25_1,30,0,4
8_25_1,32,0,4
8_25_1,34,0,4
8_25_1,36,0,4
8_25_1,38,0,4
8_25_1,40,0,4
8_25_1,42,0,4
8_25_1,44,0,4
8_25_1,46,0,4
8_25_1,48,0,4
8_25_1,50,0,4
8_25_1,52,0,4
8_25_1,54,0,4
8_25_1,56,0,4
8_25_1,58,0,4
8_25_1,60,0,4
8_25_1,62,0,4
8_25_1,64,0,4
8_25_1,66,0,4
8_25_1,68,0,4
8_25_1,70,0,4
8_25_1,72,0,4
8_25_1,74,0,4
8_25_1,76,0,4
8_25_1,78,0,4
8_25_1,80,0,4
8_25_1,82,0,4
8_25_1,84,0,4
8_25_1,86,0,4
8_25_1,88,0,4
8_25_1,90,0,4
8_25_1,92,0,4
8_25_1,94,0,4
8_25_1,96,0,4
8_25_1,98,0,4
8_25_1,100,0,4
8_25_1,102,0,4
8_25_1,104,0,4
8_25_1,106,0,4
8_25_1,108,0,4
8_25_1,110,0,4
8_25_1,112,0,4
8_25_1,114,0,4
8_25_1,116,0,4
8_25_1,118,0,4
8_25_1,120,0,4
8_25_1,122,0,4
8_25_1,124,0,4
8_25_1,126,0,4
8_25_1,128,0,4
8_25_1,130,0,4
8_25_1,132,0,4
8_25_1,134,0,4
8_25_1,136,0,4
8_25_1,138,0,4
8_25_1,140,0,4
8_25_1,142,0,4
8_25_1,144,0,4
8_25_1,146,0,4
8_25_1,148,0,4
8_25_1,150,0,4
8_25_1,152,0,4
8_25_1,154,0,4
8_25_1,156,0,4
8_25_1,158,0,4
8_25_1,160,0,4
8_25_1,162,0,4
8_25_1,164,0,4
8_25_1,166,0,4
8_25_1,168,0,4
8_25_1,170,0,4
8_25_1,172,0,4
8_25_1,174,0,4
8_25_1,176,0,4
8_25_1,178,0,4
8_25_1,180,0,4
8_25_1,182,0,4
8_25_1,184,0,4
8_25_1,186,0,4
8_25_1,188,0,4
8_25_1,190,0,4
8_25_1,192,0,4
8_25_1,194,0,4
8_25_1,196,0,4
8_25_1,198,0,4
8_25_1,200,0,4
oil_spill_hill,0,19,4
oil_spill_hill,2,16,4
oil_spill_hill,4,12,4
oil_spill_hill,6,13,4
oil_spill_hill,8,10,4
oil_spill_hill,10,16,4
oil_spill_hill,12,14,4
oil_spill_hill,14,16,4
oil_spill_hill,16,18,4
oil_spill_hill,18,20,4
oil_spill_hill,20,19,4
oil_spill_hill,22,16,4
oil_spill_hill,24,16,4
oil_spill_hill,26,20,4
oil_spill_hill,28,17,4
oil_spill_hill,30,17,4
oil_spill_hill,32,18,4
oil_spill_hill,34,19,4
oil_spill_hill,36,17,4
oil_spill_hill,38,23,4
oil_spill_hill,40,16,4
oil_spill_hill,42,20,4
oil_spill_hill,44,26,4
oil_spill_hill,46,19,4
oil_spill_hill,48,20,4
oil_spill_hill,50,23,4
oil_spill_hill,52,23,4
oil_spill_hill,54,18,4
oil_spill_hill,56,15,4
oil_spill_hill,58,18,4
oil_spill_hill,60,17,4
oil_spill_hill,62,17,4
oil_spill_hill,64,18,4
oil_spill_hill,66,14,4
oil_spill_hill,68,16,4
oil_spill_hill,70,8,4
oil_spill_hill,72,14,4
oil_spill_hill,74,16,4
oil_spill_hill,76,13,4
oil_spill_hill,78,20,4
oil_spill_hill,80,12,4
oil_spill_hill,82,17,4
oil_spill_hill,84,20,4
oil_spill_hill,86,21,4
oil_spill_hill,88,15,4
oil_spill_hill,90,17,4
oil_spill_hill,92,9,4
oil_spill_hill,94,12,4
oil_spill_hill,96,16,4
oil_spill_hill,98,17,4
oil_spill_hill,100,19,4
oil_spill_hill,102,18,4
oil_spill_hill,104,17,4
oil_spill_hill,106,16,4
oil_spill_hill,108,17,4
oil_spill_hill,110,14,4
oil_spill_hill,112,18,4
oil_spill_hill,114,19,4
oil_spill_hill,116,20,4
oil_spill_hill,118,16,4
oil_spill_hill,120,16,4
oil_spill_hill,122,20,4
oil_spill_hill,124,14,4
oil_spill_hill,126,14,4
