site,distance,n_tussocks,area
tree_line_site,84,0,4
tree_line_site,86,1,4
tree_line_site,90,0,4
tree_line_site,94,2,4
tree_line_site,96,0,4
tree_line_site,98,0,4
tree_line_site,102,0,4
tree_line_site,112,0,4
tree_line_site,114,1,4
tree_line_site,116,0,4
tree_line_site,118,2,4
tree_line_site,120,1,4
tree_line_site,124,0,4
tree_line_site,126,0,4
tree_line_site,130,0,4
tree_line_site,134,0,4
tree_line_site,138,0,4
tree_line_site,146,0,4
tree_line_site,154,0,4
tree_line_site,158,0,4
tree_line_site,162,0,4
tree_line_site,166,0,4
tree_line_site,170,2,4
tree_line_site,172,0,4
tree_line_site,176,0,4
tree_line_site,178,0,4
tree_line_site,180,3,4
tree_line_site,186,0,4
tree_line_site,188,0,4
tree_line_site,192,0,4
tree_line_site,194,0,4
tree_line_site,200,1,4
Sukharnaya,2,2,4
Sukharnaya,8,1,4
Sukharnaya,10,2,4
Sukharnaya,14,0,4
Sukharnaya,24,3,4
Sukharnaya,30,0,4
Sukharnaya,36,2,4
Sukharnaya,38,0,4
Sukharnaya,44,0,4
Sukharnaya,58,0,4
Sukharnaya,60,1,4
Sukharnaya,62,2,4
Sukharnaya,64,2,4
Sukharnaya,68,1,4
Sukharnaya,70,2,4
Sukharnaya,72,0,4
Sukharnaya,73,1,4
Sukharnaya,80,0,4
Sukharnaya,84,0,4
Sukharnaya,88,0,4
Sukharnaya,90,0,4
Sukharnaya,98,0,4
Sukharnaya,100,0,4
Sukharnaya,106,0,4
Sukharnaya,110,0,4
Sukharnaya,114,0,4
Sukharnaya,118,0,4
Sukharnaya,122,0,4
Sukharnaya,126,0,4
Sukharnaya,130,0,4
Sukharnaya,132,0,4
Sukharnaya,134,0,4
Sukharnaya,136,0,4
Sukharnaya,144,0,4
Sukharnaya,146,0,4
Sukharnaya,148,0,4
Sukharnaya,150,1,4
Sukharnaya,152,0,4
Sukharnaya,154,0,4
Sukharnaya,160,1,4
Sukharnaya,168,2,4
Sukharnaya,170,1,4
Sukharnaya,174,0,4
Sukharnaya,182,0,4
Sukharnaya,184,1,4
Sukharnaya,186,3,4
Sukharnaya,190,1,4
Sukharnaya,192,1,4
Sukharnaya,198,0,4
Sukharnaya,200,0,4
SC_Ambarchik,2,0,4
SC_Ambarchik,10,3,4
SC_Ambarchik,12,1,4
SC_Ambarchik,20,9,4
SC_Ambarchik,22,4,4
SC_Ambarchik,28,4,4
SC_Ambarchik,30,4,4
SC_Ambarchik,44,9,4
SC_Ambarchik,46,10,4
SC_Ambarchik,48,9,4
SC_Ambarchik,50,18,4
SC_Ambarchik,56,21,4
SC_Ambarchik,58,18,4
SC_Ambarchik,60,12,4
SC_Ambarchik,66,13,4
SC_Ambarchik,76,11,4
SC_Ambarchik,84,13,4
SC_Ambarchik,88,12,4
SC_Ambarchik,96,17,4
SC_Ambarchik,100,11,4
SC_Ambarchik,102,14,4
SC_Ambarchik,104,12,4
SC_Ambarchik,106,7,4
SC_Ambarchik,110,1,4
SC_Ambarchik,112,12,4
SC_Ambarchik,116,21,4
SC_Ambarchik,118,15,4
SC_Ambarchik,120,11,4
SC_Ambarchik,124,10,4
SC_Ambarchik,128,11,4
SC_Ambarchik,130,19,4
SC_Ambarchik,134,7,4
SC_Ambarchik,136,8,4
SC_Ambarchik,138,9,4
SC_Ambarchik,146,17,4
SC_Ambarchik,148,9,4
SC_Ambarchik,152,6,4
SC_Ambarchik,156,15,4
SC_Ambarchik,160,14,4
SC_Ambarchik,162,16,4
SC_Ambarchik,164,13,4
SC_Ambarchik,166,16,4
SC_Ambarchik,174,7,4
SC_Ambarchik,176,11,4
SC_Ambarchik,178,11,4
SC_Ambarchik,180,10,4
SC_Ambarchik,184,19,4
SC_Ambarchik,186,17,4
SC_Ambarchik,196,10,4
SC_Ambarchik,200,15,4
Chariot L41,0,9,2
Chariot L41,2,11,2
Chariot L41,3,9,2
Chariot L41,5,12,2
Chariot L41,6,11,2
Chariot L41,13,12,2
Chariot L41,19,11,2
Chariot L41,20,14,2
Chariot L41,22,9,2
Chariot L41,23,11,2
Chariot L41,1,13,2
Chariot L41,3,11,2
Chariot L41,4,9,2
Chariot L41,8,12,2
Chariot L41,9,12,2
Chariot L41,11,11,2
Chariot L41,14,10,2
Chariot L41,18,11,2
Chariot L41,19,11,2
Chariot L41,20,14,2
Chariot L52,0,5,2
Chariot L52,2,7,2
Chariot L52,3,5,2
Chariot L52,5,4,2
Chariot L52,6,6,2
Chariot L52,13,6,2
Chariot L52,19,3,2
Chariot L52,20,3,2
Chariot L52,22,4,2
Chariot L52,23,2,2
Chariot L52,1,5,2
Chariot L52,3,9,2
Chariot L52,4,4,2
Chariot L52,8,6,2
Chariot L52,9,6,2
Chariot L52,11,9,2
Chariot L52,14,6,2
Chariot L52,18,7,2
Chariot L52,24,12,2
Chariot L52,28,13,2
SN_Chandalar,1,17,20
SN_Chandalar,2,12,20
SN_Chandalar,3,7,20
SN_Happy_Valley,1,58,20
SN_Happy_Valley,2,51,20
SN_Happy_Valley,3,47,20
SN_Sag_MNT,1,7,20
SN_Sag_MNT,2,9,20
SN_Sag_MNT,3,8,20
SN_Sag_MAT,1,59,20
SN_Sag_MAT,2,61,20
SN_Sag_MAT,3,54,20
SN_Deadhorse,1,9,20
SN_Deadhorse,2,29,20
SN_Deadhorse,3,5,20
SN_Franklin_Bluff_Dry,1,1,20
SN_Franklin_Bluff_Dry,2,1,20
SN_Franklin_Bluff_Dry,3,7,20
SN_Franklin_Bluff_Wet,1,1,20
SN_Franklin_Bluff_Wet,2,1,20
SN_Franklin_Bluff_Wet,3,9,20
SN_Kutizin,1,2,20
SN_Kutizin,2,8,20
SN_Galbraith_Lake,1,0,20
SN_Galbraith_Lake,2,0,20
SN_Galbraith_Lake,3,0,20
SN_West_Dock,1,0,20
SN_West_Dock,2,0,20
SN_West_Dock,3,0,20
SN_Nome,1,0,20
SN_Nome,2,0,20
SN_Nome,3,0,20
Sukjarnaya_2,2,0,4
Sukjarnaya_2,4,0,4
Sukjarnaya_2,6,0,4
Sukjarnaya_2,8,0,4
Sukjarnaya_2,10,0,4
Sukjarnaya_2,12,0,4
Sukjarnaya_2,14,0,4
Sukjarnaya_2,16,0,4
Sukjarnaya_2,18,0,4
Sukjarnaya_2,20,0,4
Sukjarnaya_2,22,0,4
Sukjarnaya_2,24,0,4
Sukjarnaya_2,26,0,4
Sukjarnaya_2,28,0,4
Sukjarnaya_2,30,0,4
Sukjarnaya_2,32,0,4
Sukjarnaya_2,34,0,4
Sukjarnaya_2,36,0,4
Sukjarnaya_2,38,0,4
Sukjarnaya_2,40,0,4
Sukjarnaya_2,42,0,4
Sukjarnaya_2,44,0,4
Sukjarnaya_2,46,0,4
Sukjarnaya_2,48,0,4
Sukjarnaya_2,50,0,4
Sukjarnaya_2,52,0,4
Sukjarnaya_2,54,0,4
Sukjarnaya_2,56,0,4
Sukjarnaya_2,58,1,4
Sukjarnaya_2,60,0,4
Sukjarnaya_2,62,0,4
Sukjarnaya_2,64,0,4
Sukjarnaya_2,66,0,4
Sukjarnaya_2,68,0,4
Sukjarnaya_2,70,1,4
Sukjarnaya_2,72,0,4
Sukjarnaya_2,74,0,4
Sukjarnaya_2,76,0,4
Sukjarnaya_2,78,0,4
Sukjarnaya_2,80,1,4
Sukjarnaya_2,82,0,4
Sukjarnaya_2,84,0,4
Sukjarnaya_2,86,0,4
Sukjarnaya_2,88,0,4
Sukjarnaya_2,90,0,4
Sukjarnaya_2,92,0,4
Sukjarnaya_2,94,0,4
Sukjarnaya_2,96,0,4
Sukjarnaya_2,98,0,4
Sukjarnaya_2,100,0,4
Severe_burn,1,5,1
Severe_burn,2,3,1
Severe_burn,3,2,1
Severe_burn,4,5,1
Severe_burn,5,4,1
Severe_burn,6,1,1
Severe_burn,7,0,1
Severe_burn,8,2,1
Severe_burn,9,1,1
Severe_burn,10,0,1
Severe_burn,11,1,1
Severe_burn,12,5,1
Severe_burn,13,4,1
Severe_burn,14,5,1
Severe_burn,15,1,1
Severe_burn,16,1,1
Severe_burn,17,5,1
Severe_burn,18,3,1
Severe_burn,19,0,1
Severe_burn,20,4,1
Severe_burn,21,5,1
Severe_burn,22,3,1
Severe_burn,23,3,1
Severe_burn,24,4,1
Severe_burn,25,5,1
Severe_burn,26,8,1
Severe_burn,27,3,1
Severe_burn,28,3,1
Severe_burn,29,4,1
Severe_burn,30,5,1
Severe_burn,31,4,1
Severe_burn,32,4,1
Severe_burn,33,4,1
Severe_burn,34,4,1
Severe_burn,35,5,1
Severe_burn,36,0,1
Severe_burn,37,5,1
Severe_burn,38,2,1
Severe_burn,39,0,1
Severe_burn,40,5,1
Severe_burn,41,6,1
Severe_burn,42,6,1
Severe_burn,43,4,1
Severe_burn,44,4,1
Severe_burn,45,3,1
Severe_burn,46,8,1
Severe_burn,47,5,1
Severe_burn,48,6,1
Severe_burn,49,5,1
Severe_burn,50,4,1
Severe_burn,1,4,1
Severe_burn,2,5,1
Severe_burn,3,4,1
Severe_burn,4,4,1
Severe_burn,5,4,1
Severe_burn,6,3,1
Severe_burn,7,9,1
Severe_burn,8,5,1
Severe_burn,9,5,1
Severe_burn,10,4,1
Severe_burn,11,2,1
Severe_burn,12,4,1
Severe_burn,13,5,1
Severe_burn,14,3,1
Severe_burn,15,3,1
Severe_burn,16,4,1
Severe_burn,17,3,1
Severe_burn,18,3,1
Severe_burn,19,5,1
Severe_burn,20,4,1
Severe_burn,21,5,1
Severe_burn,22,4,1
Severe_burn,23,3,1
Severe_burn,24,8,1
Severe_burn,25,3,1
Severe_burn,26,4,1
Severe_burn,27,5,1
Severe_burn,28,4,1
Severe_burn,29,4,1
Severe_burn,30,3,1
Severe_burn,31,1,1
Severe_burn,32,4,1
Severe_burn,33,4,1
Severe_burn,34,2,1
Severe_burn,35,3,1
Severe_burn,36,3,1
Severe_burn,37,3,1
Severe_burn,38,3,1
Severe_burn,39,1,1
Severe_burn,40,1,1
Severe_burn,41,1,1
Severe_burn,42,3,1
Severe_burn,43,3,1
Severe_burn,44,3,1
Severe_burn,45,4,1
Severe_burn,46,4,1
Severe_burn,47,3,1
Severe_burn,48,3,1
Severe_burn,49,3,1
Severe_burn,50,4,1
Severe_burn,1,3,1
Severe_burn,2,6,1
Severe_burn,3,6,1
Severe_burn,4,3,1
Severe_burn,5,4,1
Severe_burn,6,3,1
Severe_burn,7,1,1
Severe_burn,8,4,1
Severe_burn,9,4,1
Severe_burn,10,3,1
Severe_burn,11,4,1
Severe_burn,12,5,1
Severe_burn,13,4,1
Severe_burn,14,4,1
Severe_burn,15,4,1
Severe_burn,16,6,1
Severe_burn,17,3,1
Severe_burn,18,5,1
Severe_burn,19,2,1
Severe_burn,20,4,1
Severe_burn,21,3,1
Severe_burn,22,4,1
Severe_burn,23,3,1
Severe_burn,24,4,1
Severe_burn,25,4,1
Severe_burn,26,5,1
Severe_burn,27,3,1
Severe_burn,28,5,1
Severe_burn,29,2,1
Severe_burn,30,2,1
Severe_burn,31,4,1
Severe_burn,32,6,1
Severe_burn,33,2,1
Severe_burn,34,3,1
Severe_burn,35,4,1
Severe_burn,36,3,1
Severe_burn,37,2,1
Severe_burn,38,3,1
Severe_burn,39,4,1
Severe_burn,40,4,1
Severe_burn,41,5,1
Severe_burn,42,2,1
Severe_burn,43,5,1
Severe_burn,44,5,1
Severe_burn,45,3,1
Severe_burn,46,4,1
Severe_burn,47,4,1
Severe_burn,48,5,1
Severe_burn,49,4,1
Severe_burn,1,5,1
Severe_burn,2,4,1
Severe_burn,3,5,1
Severe_burn,4,4,1
Severe_burn,5,2,1
Severe_burn,6,3,1
Severe_burn,7,4,1
Severe_burn,8,5,1
Severe_burn,9,4,1
Severe_burn,10,3,1
Severe_burn,11,5,1
Severe_burn,12,5,1
Severe_burn,13,3,1
Severe_burn,14,4,1
Severe_burn,15,7,1
Severe_burn,16,5,1
Severe_burn,17,2,1
Severe_burn,18,4,1
Severe_burn,19,2,1
Severe_burn,20,3,1
Severe_burn,21,3,1
Severe_burn,22,2,1
Severe_burn,23,3,1
Severe_burn,24,4,1
Severe_burn,25,1,1
Severe_burn,26,3,1
Severe_burn,27,1,1
Severe_burn,28,4,1
Severe_burn,29,2,1
Severe_burn,30,2,1
Severe_burn,31,3,1
Severe_burn,32,2,1
Severe_burn,33,2,1
Severe_burn,34,2,1
Severe_burn,35,5,1
Severe_burn,36,4,1
Severe_burn,37,3,1
Severe_burn,38,4,1
Severe_burn,39,2,1
Severe_burn,40,4,1
Severe_burn,41,5,1
Severe_burn,42,4,1
Severe_burn,43,4,1
Severe_burn,44,3,1
Severe_burn,45,3,1
Severe_burn,46,4,1
Severe_burn,47,5,1
Severe_burn,48,3,1
Severe_burn,49,1,1
Severe_burn,50,3,1
Moderate_burn,1,5,1
Moderate_burn,2,3,1
Moderate_burn,3,5,1
Moderate_burn,4,5,1
Moderate_burn,5,5,1
Moderate_burn,6,5,1
Moderate_burn,7,5,1
Moderate_burn,8,7,1
Moderate_burn,9,6,1
Moderate_burn,10,7,1
Moderate_burn,11,8,1
Moderate_burn,12,4,1
Moderate_burn,13,4,1
Moderate_burn,14,5,1
Moderate_burn,15,5,1
Moderate_burn,16,6,1
Moderate_burn,17,5,1
Moderate_burn,18,4,1
Moderate_burn,19,5,1
Moderate_burn,20,4,1
Moderate_burn,21,6,1
Moderate_burn,22,6,1
Moderate_burn,23,8,1
Moderate_burn,24,8,1
Moderate_burn,25,9,1
Moderate_burn,26,6,1
Moderate_burn,27,6,1
Moderate_burn,28,9,1
Moderate_burn,29,7,1
Moderate_burn,30,4,1
Moderate_burn,31,7,1
Moderate_burn,32,5,1
Moderate_burn,33,5,1
Moderate_burn,34,8,1
Moderate_burn,35,8,1
Moderate_burn,36,6,1
Moderate_burn,37,6,1
Moderate_burn,38,5,1
Moderate_burn,39,7,1
Moderate_burn,40,6,1
Moderate_burn,41,9,1
Moderate_burn,42,7,1
Moderate_burn,43,6,1
Moderate_burn,44,6,1
Moderate_burn,45,6,1
Moderate_burn,46,5,1
Moderate_burn,47,5,1
Moderate_burn,48,6,1
Moderate_burn,49,6,1
Moderate_burn,50,5,1
Moderate_burn,1,5,1
Moderate_burn,2,6,1
Moderate_burn,3,6,1
Moderate_burn,4,6,1
Moderate_burn,5,4,1
Moderate_burn,6,4,1
Moderate_burn,7,4,1
Moderate_burn,8,4,1
Moderate_burn,9,6,1
Moderate_burn,10,3,1
Moderate_burn,11,4,1
Moderate_burn,12,5,1
Moderate_burn,13,4,1
Moderate_burn,14,4,1
Moderate_burn,15,5,1
Moderate_burn,16,7,1
Moderate_burn,17,6,1
Moderate_burn,18,6,1
Moderate_burn,19,5,1
Moderate_burn,20,8,1
Moderate_burn,21,6,1
Moderate_burn,22,6,1
Moderate_burn,23,5,1
Moderate_burn,24,6,1
Moderate_burn,25,6,1
Moderate_burn,26,4,1
Moderate_burn,27,8,1
Moderate_burn,28,7,1
Moderate_burn,29,6,1
Moderate_burn,30,6,1
Moderate_burn,31,3,1
Moderate_burn,32,5,1
Moderate_burn,33,4,1
Moderate_burn,34,5,1
Moderate_burn,35,5,1
Moderate_burn,36,5,1
Moderate_burn,37,4,1
Moderate_burn,38,4,1
Moderate_burn,39,5,1
Moderate_burn,40,4,1
Moderate_burn,41,6,1
Moderate_burn,42,4,1
Moderate_burn,43,5,1
Moderate_burn,44,7,1
Moderate_burn,45,6,1
Moderate_burn,46,6,1
Moderate_burn,47,7,1
Moderate_burn,48,5,1
Moderate_burn,49,6,1
Moderate_burn,50,7,1
Moderate_burn,1,7,1
Moderate_burn,2,8,1
Moderate_burn,3,6,1
Moderate_burn,4,4,1
Moderate_burn,5,6,1
Moderate_burn,6,4,1
Moderate_burn,7,4,1
Moderate_burn,8,7,1
Moderate_burn,9,6,1
Moderate_burn,10,7,1
Moderate_burn,11,6,1
Moderate_burn,12,4,1
Moderate_burn,13,5,1
Moderate_burn,14,7,1
Moderate_burn,15,9,1
Moderate_burn,16,7,1
Moderate_burn,17,5,1
Moderate_burn,18,6,1
Moderate_burn,19,6,1
Moderate_burn,20,7,1
Moderate_burn,21,5,1
Moderate_burn,22,7,1
Moderate_burn,23,6,1
Moderate_burn,24,5,1
Moderate_burn,25,4,1
Moderate_burn,26,7,1
Moderate_burn,27,6,1
Moderate_burn,28,8,1
Moderate_burn,29,6,1
Moderate_burn,30,7,1
Moderate_burn,31,6,1
Moderate_burn,32,5,1
Moderate_burn,33,5,1
Moderate_burn,34,6,1
Moderate_burn,35,5,1
Moderate_burn,36,5,1
Moderate_burn,37,8,1
Moderate_burn,38,6,1
Moderate_burn,39,5,1
Moderate_burn,40,6,1
Moderate_burn,41,7,1
Moderate_burn,42,5,1
Moderate_burn,43,6,1
Moderate_burn,44,6,1
Moderate_burn,45,3,1
Moderate_burn,46,4,1
Moderate_burn,47,3,1
Moderate_burn,48,4,1
Moderate_burn,49,4,1
Moderate_burn,1,5,1
Moderate_burn,2,5,1
Moderate_burn,3,5,1
Moderate_burn,4,3,1
Moderate_burn,5,5,1
Moderate_burn,6,6,1
Moderate_burn,7,5,1
Moderate_burn,8,4,1
Moderate_burn,9,5,1
Moderate_burn,10,8,1
Moderate_burn,11,6,1
Moderate_burn,12,2,1
Moderate_burn,13,3,1
Moderate_burn,14,4,1
Moderate_burn,15,4,1
Moderate_burn,16,6,1
Moderate_burn,17,7,1
Moderate_burn,18,4,1
Moderate_burn,19,7,1
Moderate_burn,20,7,1
Moderate_burn,21,7,1
Moderate_burn,22,7,1
Moderate_burn,23,6,1
Moderate_burn,24,6,1
Moderate_burn,25,6,1
Moderate_burn,26,6,1
Moderate_burn,27,5,1
Moderate_burn,28,5,1
Moderate_burn,29,5,1
Moderate_burn,30,5,1
Moderate_burn,31,9,1
Moderate_burn,32,7,1
Moderate_burn,33,6,1
Moderate_burn,34,4,1
Moderate_burn,35,7,1
Moderate_burn,36,6,1
Moderate_burn,37,7,1
Moderate_burn,38,6,1
Moderate_burn,39,6,1
Moderate_burn,40,7,1
Moderate_burn,41,6,1
Moderate_burn,42,5,1
Moderate_burn,43,5,1
Moderate_burn,44,6,1
Moderate_burn,45,8,1
Moderate_burn,46,4,1
Moderate_burn,47,4,1
Moderate_burn,48,8,1
Moderate_burn,49,6,1
Moderate_burn,50,5,1
Unburned,1,8,1
Unburned,2,7,1
Unburned,3,5,1
Unburned,4,7,1
Unburned,5,7,1
Unburned,6,7,1
Unburned,7,6,1
Unburned,8,6,1
Unburned,9,8,1
Unburned,10,6,1
Unburned,11,4,1
Unburned,12,6,1
Unburned,13,7,1
Unburned,14,3,1
Unburned,15,2,1
Unburned,16,5,1
Unburned,17,3,1
Unburned,18,3,1
Unburned,19,4,1
Unburned,20,4,1
Unburned,21,4,1
Unburned,22,4,1
Unburned,23,5,1
Unburned,24,5,1
Unburned,25,5,1
Unburned,26,7,1
Unburned,27,6,1
Unburned,28,3,1
Unburned,29,3,1
Unburned,30,2,1
Unburned,31,2,1
Unburned,32,7,1
Unburned,33,3,1
Unburned,34,6,1
Unburned,35,5,1
Unburned,36,5,1
Unburned,37,5,1
Unburned,38,5,1
Unburned,39,4,1
Unburned,40,7,1
Unburned,41,7,1
Unburned,42,6,1
Unburned,43,3,1
Unburned,44,4,1
Unburned,45,4,1
Unburned,46,7,1
Unburned,47,7,1
Unburned,48,2,1
Unburned,49,6,1
Unburned,50,5,1
Unburned,1,6,1
Unburned,2,5,1
Unburned,3,5,1
Unburned,4,6,1
Unburned,5,6,1
Unburned,6,3,1
Unburned,7,4,1
Unburned,8,5,1
Unburned,9,6,1
Unburned,10,9,1
Unburned,11,7,1
Unburned,12,7,1
Unburned,13,3,1
Unburned,14,7,1
Unburned,15,5,1
Unburned,16,4,1
Unburned,17,5,1
Unburned,18,5,1
Unburned,19,4,1
Unburned,20,4,1
Unburned,21,5,1
Unburned,22,4,1
Unburned,23,7,1
Unburned,24,6,1
Unburned,25,6,1
Unburned,26,4,1
Unburned,27,5,1
Unburned,28,4,1
Unburned,29,6,1
Unburned,30,6,1
Unburned,31,6,1
Unburned,32,4,1
Unburned,33,6,1
Unburned,34,4,1
Unburned,35,6,1
Unburned,36,5,1
Unburned,37,6,1
Unburned,38,5,1
Unburned,39,4,1
Unburned,40,5,1
Unburned,41,3,1
Unburned,42,4,1
Unburned,43,4,1
Unburned,44,4,1
Unburned,45,4,1
Unburned,46,4,1
Unburned,47,5,1
Unburned,48,4,1
Unburned,49,5,1
Unburned,50,5,1
Unburned,1,4,1
Unburned,2,5,1
Unburned,3,5,1
Unburned,4,4,1
Unburned,5,6,1
Unburned,6,5,1
Unburned,7,5,1
Unburned,8,4,1
Unburned,9,4,1
Unburned,10,5,1
Unburned,11,5,1
Unburned,12,3,1
Unburned,13,8,1
Unburned,14,4,1
Unburned,15,4,1
Unburned,16,5,1
Unburned,17,6,1
Unburned,18,4,1
Unburned,19,3,1
Unburned,20,5,1
Unburned,21,6,1
Unburned,22,3,1
Unburned,23,3,1
Unburned,24,6,1
Unburned,25,6,1
Unburned,26,6,1
Unburned,27,7,1
Unburned,28,2,1
Unburned,29,3,1
Unburned,30,3,1
Unburned,31,4,1
Unburned,32,3,1
Unburned,33,5,1
Unburned,34,5,1
Unburned,35,6,1
Unburned,36,5,1
Unburned,37,3,1
Unburned,38,6,1
Unburned,39,5,1
Unburned,40,6,1
Unburned,41,4,1
Unburned,42,5,1
Unburned,43,4,1
Unburned,44,3,1
Unburned,45,3,1
Unburned,46,4,1
Unburned,47,3,1
Unburned,48,5,1
Unburned,49,3,1
Unburned,50,4,1
Unburned,1,3,1
Unburned,2,5,1
Unburned,3,4,1
Unburned,4,6,1
Unburned,5,5,1
Unburned,6,4,1
Unburned,7,6,1
Unburned,8,6,1
Unburned,9,6,1
Unburned,10,4,1
Unburned,11,5,1
Unburned,12,4,1
Unburned,13,3,1
Unburned,14,4,1
Unburned,15,5,1
Unburned,16,3,1
Unburned,17,4,1
Unburned,18,3,1
Unburned,19,2,1
Unburned,20,6,1
Unburned,21,3,1
Unburned,22,5,1
Unburned,23,5,1
Unburned,24,5,1
Unburned,25,3,1
Unburned,26,2,1
Unburned,27,4,1
Unburned,28,6,1
Unburned,29,5,1
Unburned,30,4,1
Unburned,31,7,1
Unburned,32,7,1
Unburned,33,6,1
Unburned,34,6,1
Unburned,35,7,1
Unburned,36,6,1
Unburned,37,5,1
Unburned,38,3,1
Unburned,39,6,1
Unburned,40,4,1
Unburned,41,6,1
Unburned,42,7,1
Unburned,43,5,1
Unburned,44,6,1
Unburned,45,3,1
Unburned,46,6,1
Unburned,47,5,1
Unburned,48,3,1
Unburned,49,5,1
Colville_w3,8,22,4
Colville_w3,12,21,4
Colville_w3,14,24,4
Colville_w3,22,22,4
Colville_w3,24,19,4
Colville_w3,26,28,4
Colville_w3,28,18,4
Colville_w3,32,26,4
Colville_w3,34,27,4
Colville_w3,36,30,4
Colville_w3,40,26,4
Colville_w3,42,21,4
Colville_w3,50,27,4
Colville_w3,52,31,4
Colville_w3,54,19,4
Colville_w3,62,28,4
Colville_w3,74,17,4
Colville_w3,88,29,4
Colville_w3,94,23,4
Colville_w3,96,16,4
Colville_w3,98,23,4
Colville_w3,104,20,4
Colville_w3,106,22,4
Colville_w3,110,32,4
Colville_w3,112,19,4
Colville_w3,114,31,4
Colville_w3,120,19,4
Colville_w3,122,23,4
Colville_w3,128,22,4
Colville_w3,130,29,4
Colville_w3,132,27,4
Colville_w3,134,23,4
Colville_w3,138,26,4
Colville_w3,144,22,4
Colville_w3,148,24,4
Colville_w3,152,28,4
Colville_w3,154,22,4
Colville_w3,158,24,4
Colville_w3,160,27,4
Colville_w3,164,28,4
Colville_w3,168,32,4
Colville_w3,172,24,4
Colville_w3,174,25,4
Colville_w3,176,30,4
Colville_w3,186,22,4
Colville_w3,188,21,4
Colville_w3,190,26,4
Colville_w3,194,24,4
Colville_w3,196,30,4
Colville_w3,198,32,4
Colville_w2,2,33,4
Colville_w2,4,37,4
Colville_w2,6,26,4
Colville_w2,8,40,4
Colville_w2,10,28,4
Colville_w2,12,32,4
Colville_w2,16,38,4
Colville_w2,20,17,4
Colville_w2,22,5,4
Colville_w2,30,0,4
Colville_w2,36,54,4
Colville_w2,38,39,4
Colville_w2,40,51,4
Colville_w2,46,23,4
Colville_w2,52,28,4
Colville_w2,56,34,4
Colville_w2,58,43,4
Colville_w2,60,34,4
Colville_w2,62,38,4
Colville_w2,72,40,4
Colville_w2,74,26,4
Colville_w2,78,15,4
Colville_w2,82,36,4
Colville_w2,84,37,4
Colville_w2,92,35,4
Colville_w2,98,43,4
Colville_w2,100,33,4
Colville_w2,102,24,4
Colville_w2,104,0,4
Colville_w2,106,0,4
Colville_w2,112,10,4
Colville_w2,114,20,4
Colville_w2,116,12,4
Colville_w2,118,17,4
Colville_w2,120,10,4
Colville_w2,132,35,4
Colville_w2,134,27,4
Colville_w2,138,26,4
Colville_w2,142,17,4
Colville_w2,146,37,4
Colville_w2,150,33,4
Colville_w2,158,23,4
Colville_w2,162,14,4
Colville_w2,168,40,4
Colville_w2,170,27,4
Colville_w2,174,40,4
Colville_w2,180,33,4
Colville_w2,186,32,4
Colville_w2,188,35,4
Colville_w2,198,28,4
Colville_w1,2,34,4
Colville_w1,6,10,4
Colville_w1,8,18,4
Colville_w1,10,23,4
Colville_w1,12,11,4
Colville_w1,14,12,4
Colville_w1,16,20,4
Colville_w1,18,27,4
Colville_w1,24,20,4
Colville_w1,28,22,4
Colville_w1,30,21,4
Colville_w1,34,20,4
Colville_w1,38,18,4
Colville_w1,40,19,4
Colville_w1,42,12,4
Colville_w1,48,17,4
Colville_w1,56,21,4
Colville_w1,58,23,4
Colville_w1,62,10,4
Colville_w1,70,27,4
Colville_w1,72,17,4
Colville_w1,86,13,4
Colville_w1,88,16,4
Colville_w1,90,10,4
Colville_w1,92,17,4
Colville_w1,96,25,4
Colville_w1,100,26,4
Colville_w1,102,20,4
Colville_w1,112,18,4
Colville_w1,116,13,4
Colville_w1,118,21,4
Colville_w1,120,20,4
Colville_w1,122,21,4
Colville_w1,124,22,4
Colville_w1,130,22,4
Colville_w1,132,23,4
Colville_w1,134,25,4
Colville_w1,136,24,4
Colville_w1,140,22,4
Colville_w1,150,21,4
Colville_w1,152,23,4
Colville_w1,160,11,4
Colville_w1,168,19,4
Colville_w1,172,28,4
Colville_w1,174,24,4
Colville_w1,176,18,4
Colville_w1,182,19,4
Colville_w1,184,12,4
Colville_w1,186,9,4
Colville_w1,194,30,4
SO_atqasuk,0,25,4
SO_atqasuk,4,22,4
SO_atqasuk,8,6,4
SO_atqasuk,12,8,4
SO_atqasuk,16,5,4
SO_atqasuk,20,2,4
SO_atqasuk,24,12,4
SO_atqasuk,28,15,4
SO_atqasuk,32,11,4
SO_atqasuk,36,4,4
SO_atqasuk,40,1,4
SO_atqasuk,44,0,4
SO_atqasuk,48,0,4
SO_atqasuk,52,0,4
SO_atqasuk,56,2,4
SO_atqasuk,60,47,4
SO_atqasuk,64,36,4
SO_atqasuk,68,25,4
SO_atqasuk,72,22,4
SO_atqasuk,76,28,4
SO_atqasuk,80,16,4
SO_atqasuk,84,36,4
SO_atqasuk,88,31,4
SO_atqasuk,92,28,4
SO_atqasuk,96,27,4
SO_atqasuk,100,33,4
SO_atqasuk,104,28,4
SO_atqasuk,108,41,4
SO_atqasuk,112,27,4
SO_atqasuk,116,20,4
SO_atqasuk,120,23,4
SO_atqasuk,124,22,4
SO_atqasuk,128,26,4
SO_atqasuk,132,19,4
SO_atqasuk,136,32,4
SO_atqasuk,140,33,4
SO_atqasuk,144,30,4
SO_atqasuk,148,23,4
SO_atqasuk,152,23,4
SO_atqasuk,156,21,4
SO_atqasuk,160,23,4
SO_atqasuk,164,26,4
