MATLAB ID,Garden,Source,Cluster,Tussock,OTC (Y/N),TAG#,2016 NumOld,2016 NumNew,2016 LL1 (mm),2016 LL1 (cm),2016 LL2 (mm),2016 LL2 (cm),2016 Total Leaf Count,2016 LL1+LL2,2016 Index,2016 Leaf Area,2016 Stage Class,2016 Comment,Garden,Pop,Clstr,Tussock,OTC (Y/N),TAG#,2017 NumOld,2017 NumNew,2017 LL1 (mm),2017 LL1 (cm),2017 LL2 (mm),2017 LL2 (cm),2017 Total Leaf Count,2017 LL1+LL2,2017 Index,2017 Leaf Area,2017 Stage Class,2017 Comment,2017 Flower (y/n),2017 Type (1-3) 1=dead,2017 # S0 (current yr new),2017 # S1 (last yr new)?
983,SAG,TL,9,B,Y,3451,1,1,95,9.5,189,18.9,2,28.4,56.8,277.1470792,3,,SAG,TL,9,B,Y,3451,1,1,42,4.2,43,4.3,2,8.5,17,80.8216575,2,,n,2,0,0
984,SAG,TL,9,B,Y,3452,1,1,85,8.5,151,15.1,2,23.6,47.2,231.4171182,3,,SAG,TL,9,B,Y,3452,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
985,SAG,TL,9,B,Y,3453,1,2,173,17.3,65,6.5,3,23.8,71.4,344.7144755,4,,SAG,TL,9,B,Y,3453,0,1,135,13.5,,0,1,13.5,13.5,62.70746683,2,JBM,n,2,0,0
986,SAG,TL,9,C,Y,5212,1,2,111,11.1,51,5.1,3,16.2,48.6,238.1504128,3,,SAG,TL,9,C,Y,5212,2,0,54,5.4,60,6,2,11.4,22.8,110.5371417,2,,n,2,0,0
987,SAG,TL,9,C,Y,5215,1,2,182,18.2,159,15.9,3,34.1,102.3,479.8367769,5,,SAG,TL,9,C,Y,5215,1,3,111,11.1,168,16.8,4,27.9,111.6,518.4092808,5,,n,3,1,1
988,SAG,TL,9,C,Y,5225,1,2,114,11.4,138,13.8,3,25.2,75.6,363.7091246,4,,SAG,TL,9,C,Y,5225,1,0,63,6.3,0,0,1,6.3,6.3,25.01220278,2,,n,3,1,0
989,SAG,TL,9,C,Y,5233,1,3,123,12.3,76,7.6,4,19.9,79.6,381.6154325,4,,SAG,TL,9,C,Y,5233,1,2,70,7,98,9.8,3,16.8,50.4,246.7752228,3,,n,3,1,1
990,SAG,TL,9,C,Y,5242,1,2,78,7.8,176,17.6,3,25.4,76.2,366.4065044,4,,SAG,TL,9,C,Y,5242,1,2,90,9,179,17.9,3,26.9,80.7,386.5082248,4,,n,2,0,0
991,SAG,TL,9,C,Y,5252,0,3,113,11.3,191,19.1,3,30.4,91.2,432.5294987,4,,SAG,TL,9,C,Y,5252,1,2,138,13.8,147,14.7,3,28.5,85.5,407.699866,4,flower bud,n,2,0,1
992,SAG,TL,9,C,Y,5257,1,2,111,11.1,145,14.5,3,25.6,76.8,369.0998488,4,,SAG,TL,9,C,Y,5257,1,3,151,15.1,160,16,4,31.1,124.4,569.912861,5,,n,3,2,1
993,SAG,TL,9,C,Y,5259,1,2,190,19,109,10.9,3,29.9,89.7,426.0306945,4,,SAG,TL,9,C,Y,5259,1,2,146,14.6,83,8.3,3,22.9,68.7,332.3992141,4,,n,2,0,0
994,SAG,TL,9,C,Y,5262,0,3,95,9.5,160,16,3,25.5,76.5,367.753681,4,,SAG,TL,9,C,Y,5262,2,2,85,8.5,113,11.3,4,19.8,79.2,379.8328725,4,,n,2,0,1
995,SAG,TL,9,C,Y,5264,1,1,48,4.8,119,11.9,2,16.7,33.4,163.8704296,2,,SAG,TL,9,C,Y,5264,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
996,SAG,TL,9,C,Y,5265,1,3,142,14.2,166,16.6,4,30.8,123.2,565.1624178,5,,SAG,TL,9,C,Y,5265,1,2,106,10.6,154,15.4,3,26,78,374.4744314,4,,n,2,0,0
997,SAG,TL,9,C,Y,5271,0,2,45,4.5,177,17.7,2,22.2,44.4,217.8846178,3,,SAG,TL,9,C,Y,5271,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
998,SAG,TL,9,C,Y,5272,1,2,169,16.9,85,8.5,3,25.4,76.2,366.4065044,4,,SAG,TL,9,C,Y,5272,0,0,0,0,0,0,0,0,0,-8.447833,6,loose tag. dead,n,1,0,0
999,SAG,TL,9,C,Y,5276,1,2,95,9.5,96,9.6,3,19.1,57.3,279.5005443,3,,SAG,TL,9,C,Y,5276,1,1,107,10.7,100,10,2,20.7,41.4,203.2879883,2,,n,2,0,0
1000,SAG,TL,9,C,Y,5279,1,3,136,13.6,152,15.2,4,28.8,115.2,533.0802904,5,,SAG,TL,9,C,Y,5279,1,1,91,9.1,132,13.2,2,22.3,44.6,218.8541394,3,,n,2,0,0
1001,SAG,TL,9,C,Y,5289,2,1,78,7.8,123,12.3,3,20.1,60.3,293.5624853,3,,SAG,TL,9,C,Y,5289,1,2,67,6.7,135,13.5,3,20.2,60.6,294.9631307,3,,n,2,0,0
1002,SAG,TL,9,C,Y,5296,1,3,1211,121.1,175,17.5,4,138.6,554.4,1232.953958,5,,SAG,TL,9,C,Y,5296,2,2,132,13.2,89,8.9,4,22.1,88.4,420.3779963,4,flower bud,n,3,1,5
1003,SAG,TL,9,C,Y,5526,1,3,175,17.5,215,21.5,4,39,156,689.1987062,5,,SAG,TL,9,C,Y,5526,2,2,113,11.3,141,14.1,4,25.4,101.6,476.8942372,5,,n,2,0,2
1004,SAG,TL,9,A,Y,7261,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1005,SAG,TL,9,A,Y,7262,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1006,SAG,TL,9,A,Y,7263,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1007,SAG,TL,9,A,Y,7264,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1008,SAG,TL,9,C,Y,7266,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1009,SAG,TL,9,C,Y,7267,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1010,SAG,TL,9,C,Y,7268,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1011,SAG,TL,9,C,Y,7269,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1012,SAG,TL,9,C,Y,7270,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1013,SAG,TL,9,C,Y,7271,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1014,SAG,TL,9,C,Y,7272,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1015,SAG,TL,9,C,Y,7273,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1016,SAG,TL,9,C,Y,7274,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1017,SAG,TL,9,C,Y,7275,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1018,SAG,TL,9,C,Y,7276,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1019,SAG,TL,9,C,Y,7277,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1020,SAG,TL,10,A,N,2112,1,2,78,7.8,176,17.6,3,25.4,76.2,366.4065044,4,,SAG,TL,10,A,N,2112,1,3,106,10.6,182,18.2,4,28.8,115.2,533.0802904,5,,n,2,0,0
1021,SAG,TL,10,A,N,2113,1,3,109,10.9,145,14.5,4,25.4,101.6,476.8942372,5,,SAG,TL,10,A,N,2113,1,2,62,6.2,124,12.4,3,18.6,55.8,272.431742,3,,n,2,0,1
1022,SAG,TL,10,A,N,2114,1,2,87,8.7,172,17.2,3,25.9,77.7,373.132299,4,,SAG,TL,10,A,N,2114,0,2,107,10.7,162,16.2,2,26.9,53.8,262.9674395,3,flower bud,n,2,0,0
1023,SAG,TL,10,A,N,2115,0,3,85,8.5,135,13.5,3,22,66,320.0022362,3,,SAG,TL,10,A,N,2115,1,3,133,13.3,75,7.5,4,20.8,83.2,397.577765,4,,n,3,1,0
1024,SAG,TL,10,A,N,2116,1,2,114,11.4,153,15.3,3,26.7,80.1,383.8411104,4,,SAG,TL,10,A,N,2116,1,2,139,13.9,115,11.5,3,25.4,76.2,366.4065044,4,,n,3,1,0
1025,SAG,TL,10,A,N,2117,0,3,89,8.9,151,15.1,3,24,72,347.440103,4,,SAG,TL,10,A,N,2117,2,2,120,12,172,17.2,4,29.2,116.8,539.554108,5,,n,2,0,1
1026,SAG,TL,10,A,N,2118,1,3,92,9.2,164,16.4,4,25.6,102.4,480.2566913,5,,SAG,TL,10,A,N,2118,1,2,69,6.9,147,14.7,3,21.6,64.8,314.4662382,3,,n,2,0,1
1027,SAG,TL,10,A,N,2119,0,3,45,4.5,192,19.2,3,23.7,71.1,343.3501486,4,,SAG,TL,10,A,N,2119,1,3,176,17.6,189,18.9,4,36.5,146,652.6606362,5,,n,3,1,1
1028,SAG,TL,10,A,N,2120,1,3,144,14.4,180,18,4,32.4,129.6,590.3115905,5,,SAG,TL,10,A,N,2120,1,3,93,9.3,145,14.5,4,23.8,95.2,449.73634,4,,n,2,0,2
1029,SAG,TL,10,A,N,2121,0,2,114,11.4,158,15.8,2,27.2,54.4,265.8114382,3,,SAG,TL,10,A,N,2121,1,0,73,7.3,,0,1,7.3,7.3,30.28240526,2,,n,2,0,0
1030,SAG,TL,10,A,N,2122,1,2,104,10.4,156,15.6,3,26,78,374.4744314,4,,SAG,TL,10,A,N,2122,1,3,179,17.9,92,9.2,4,27.1,108.4,505.2464251,5,,n,3,1,0
1031,SAG,TL,10,A,N,2123,1,3,108,10.8,149,14.9,4,25.7,102.8,481.9352281,5,,SAG,TL,10,A,N,2123,1,3,134,13.4,182,18.2,4,31.6,126.4,577.7943962,5,check for S1,n,3,1,1
1032,SAG,TL,10,A,N,2124,0,3,107,10.7,123,12.3,3,23,69,333.7716119,4,,SAG,TL,10,A,N,2124,1,1,72,7.2,104,10.4,2,17.6,35.2,172.8019288,2,,n,2,0,0
1033,SAG,TL,10,A,N,2125,1,2,67,6.7,108,10.8,3,17.5,52.5,256.7915986,3,,SAG,TL,10,A,N,2125,0,2,72,7.2,104,10.4,2,17.6,35.2,172.8019288,2,,n,2,0,0
1034,SAG,TL,10,A,N,2126,1,2,82,8.2,107,10.7,3,18.9,56.7,276.6760499,3,,SAG,TL,10,A,N,2126,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1035,SAG,TL,10,A,N,2127,1,2,101,10.1,133,13.3,3,23.4,70.2,339.2511145,4,,SAG,TL,10,A,N,2127,2,0,50,5,48,4.8,2,9.8,19.6,94.18902289,2,,n,2,0,0
1036,SAG,TL,10,A,N,2128,1,1,46,4.6,124,12.4,2,17,34,166.8516314,2,,SAG,TL,10,A,N,2128,1,2,133,13.3,68,6.8,3,20.1,60.3,293.5624853,3,,n,3,1,0
1037,SAG,TL,10,A,N,2129,1,2,140,14,144,14.4,3,28.4,85.2,406.3829548,4,,SAG,TL,10,A,N,2129,1,0,72,7.2,0,0,1,7.2,7.2,29.75588943,2,,n,2,0,0
1038,SAG,TL,10,B,N,5222,1,2,58,5.8,140,14,3,19.8,59.4,289.3544959,3,,SAG,TL,10,B,N,5222,1,2,97,9.7,141,14.1,3,23.8,71.4,344.7144755,4,partially tagged,n,2,0,0
1039,SAG,TL,10,B,N,5519,0,2,52,5.2,185,18.5,2,23.7,47.4,232.3803626,3,,SAG,TL,10,B,N,5519,1,2,102,10.2,165,16.5,3,26.7,80.1,383.8411104,4,tag loose,n,2,0,1
1040,SAG,TL,10,B,N,5520,1,2,101,10.1,209,20.9,3,31,93,440.2947719,4,,SAG,TL,10,B,N,5520,1,2,112,11.2,141,14.1,3,25.3,75.9,365.058319,4,,n,3,2,0
1041,SAG,TL,10,B,N,5521,1,3,108,10.8,135,13.5,4,24.3,97.2,458.2725042,4,,SAG,TL,10,B,N,5521,1,2,62,6.2,107,10.7,3,16.9,50.7,248.2091602,3,,n,2,0,0
1042,SAG,TL,10,B,N,5523,0,3,143,14.3,151,15.1,3,29.4,88.2,419.5066691,4,,SAG,TL,10,B,N,5523,1,1,90,9,110,11,2,20,40,196.441703,2,,n,2,0,0
1043,SAG,TL,10,B,N,5524,1,2,114,11.4,219,21.9,3,33.3,99.9,469.7252023,5,,SAG,TL,10,B,N,5524,1,1,124,12.4,132,13.2,2,25.6,51.2,250.5968139,3,,n,3,2,1
1044,SAG,TL,10,B,N,5525,2,2,80,8,134,13.4,4,21.4,85.6,408.1386122,4,,SAG,TL,10,B,N,5525,1,2,70,7,123,12.3,3,19.3,57.9,282.3210032,3,,n,3,1,1
1045,SAG,TL,10,B,N,5527,0,3,81,8.1,154,15.4,3,23.5,70.5,340.618468,4,,SAG,TL,10,B,N,5527,2,1,84,8.4,108,10.8,3,19.2,57.6,280.9112782,3,,n,2,0,0
1046,SAG,TL,10,B,N,5530,1,2,64,6.4,176,17.6,3,24,72,347.440103,4,,SAG,TL,10,B,N,5530,1,4,138,13.8,134,13.4,5,27.2,136,615.0016262,5,,n,2,0,0
1047,SAG,TL,10,B,N,5531,0,3,143,14.3,169,16.9,3,31.2,93.6,442.8751255,4,,SAG,TL,10,B,N,5531,1,1,73,7.3,93,9.3,2,16.6,33.2,162.875799,2,,n,2,0,0
1048,SAG,TL,10,B,N,5532,1,2,114,11.4,122,12.2,3,23.6,70.8,341.9848127,4,,SAG,TL,10,B,N,5532,0,2,123,12.3,177,17.7,2,30,60,292.160831,3,,n,2,0,0
1049,SAG,TL,10,B,N,5533,1,1,50,5,127,12.7,2,17.7,35.4,173.7920757,2,,SAG,TL,10,B,N,5533,0,0,0,0,0,0,0,0,0,-8.447833,6,"dead - double check in lab, but dead",n,1,0,0
1050,SAG,TL,10,B,N,5534,1,1,41,4.1,106,10.6,2,14.7,29.4,143.8926247,2,,SAG,TL,10,B,N,5534,1,2,48,4.8,114,11.4,3,16.2,48.6,238.1504128,3,,n,2,0,0
1051,SAG,TL,10,B,N,5535,0,2,92,9.2,242,24.2,2,33.4,66.8,323.683934,3,,SAG,TL,10,B,N,5535,0,0,0,0,0,0,0,0,0,-8.447833,6,dead,n,1,0,0
1052,SAG,TL,10,B,N,5538,0,2,100,10,111,11.1,2,21.1,42.2,207.1902871,3,,SAG,TL,10,B,N,5538,1,2,44,4.4,109,10.9,3,15.3,45.9,225.1451008,3,,n,2,0,0
1053,SAG,TL,10,B,N,5539,1,2,105,10.5,164,16.4,3,26.9,80.7,386.5082248,4,,SAG,TL,10,B,N,5539,1,2,74,7.4,81,8.1,3,15.5,46.5,228.042232,3,,n,2,0,0
1054,SAG,TL,10,B,N,5541,0,3,148,14.8,216,21.6,3,36.4,109.2,508.5479001,5,,SAG,TL,10,B,N,5541,0,2,150,15,178,17.8,2,32.8,65.6,318.158697,3,loose tag - caution,n,3,2,0
1055,SAG,TL,10,C,N,3501,1,3,56,5.6,67,6.7,4,12.3,49.2,241.0293849,3,,SAG,TL,10,C,N,3501,1,4,97,9.7,132,13.2,5,22.9,114.5,530.2389716,5,flower bud,n,3,1,1
1056,SAG,TL,10,C,N,3502,1,2,63,6.3,75,7.5,3,13.8,41.4,203.2879883,2,,SAG,TL,10,C,N,3502,0,3,95,9.5,124,12.4,3,21.9,65.7,318.61975,3,watch for S1,n,3,2,0
1057,SAG,TL,10,C,N,3503,1,3,85,8.5,94,9.4,4,17.9,71.6,345.6234664,4,,SAG,TL,10,C,N,3503,2,2,65,6.5,95,9.5,4,16,64,310.7666054,3,,n,3,1,1
1058,SAG,TL,10,C,N,3504,0,3,143,14.3,144,14.4,3,28.7,86.1,410.330662,4,,SAG,TL,10,C,N,3504,2,3,137,13.7,142,14.2,5,27.9,139.5,628.3097866,5,,n,3,1,2
1059,SAG,TL,10,C,N,3505,2,2,95,9.5,129,12.9,4,22.4,89.6,425.5965441,4,,SAG,TL,10,C,N,3505,2,2,80,8,134,13.4,4,21.4,85.6,408.1386122,4,,n,2,0,0
1060,SAG,TL,10,C,N,3506,1,2,71,7.1,122,12.2,3,19.3,57.9,282.3210032,3,,SAG,TL,10,C,N,3506,1,2,110,11,166,16.6,3,27.6,82.8,395.8113465,4,,n,3,1,0
1061,SAG,TL,10,C,N,3507,1,2,21,2.1,61,6.1,3,8.2,24.6,119.6825162,2,,SAG,TL,10,C,N,3507,1,1,18,1.8,52,5.2,2,7,14,65.3036154,2,,n,2,0,0
1062,SAG,TL,10,C,N,3508,1,1,34,3.4,95,9.5,2,12.9,25.8,125.7592556,2,,SAG,TL,10,C,N,3508,0,1,62,6.2,,0,1,6.2,6.2,24.48456601,2,,n,2,0,0
1063,SAG,TL,10,C,N,3509,0,2,90,9,92,9.2,2,18.2,36.4,178.7360846,2,,SAG,TL,10,C,N,3509,2,2,101,10.1,112,11.2,4,21.3,85.2,406.3829548,4,,n,2,0,0
1064,SAG,TL,10,C,N,3510,1,2,86,8.6,91,9.1,3,17.7,53.1,259.6443407,3,,SAG,TL,10,C,N,3510,1,2,129,12.9,137,13.7,3,26.6,79.8,382.5060399,4,,n,2,0,0
1065,SAG,TL,10,C,N,3511,1,4,124,12.4,128,12.8,5,25.2,126,576.2216762,5,,SAG,TL,10,C,N,3511,2,2,120,12,155,15.5,4,27.5,110,511.842201,5,,n,3,2,0
1066,SAG,TL,10,C,N,3513,1,3,84,8.4,97,9.7,4,18.1,72.4,349.2549461,4,,SAG,TL,10,C,N,3513,1,2,86,8.6,116,11.6,3,20.2,60.6,294.9631307,3,,n,2,0,0
1067,SAG,TL,10,C,N,3514,1,3,56,5.6,93,9.3,4,14.9,59.6,290.2903893,3,,SAG,TL,10,C,N,3514,1,2,100,10,136,13.6,3,23.6,70.8,341.9848127,4,,n,2,0,0
1068,SAG,TL,10,C,N,3515,1,2,60,6,75,7.5,3,13.5,40.5,198.889327,2,,SAG,TL,10,C,N,3515,1,2,60,6,90,9,3,15,45,220.7918375,3,,n,2,0,0
1069,SAG,TL,10,C,N,3516,1,2,47,4.7,84,8.4,3,13.1,39.3,193.0103214,2,,SAG,TL,10,C,N,3516,1,0,29,2.9,0,0,1,2.9,2.9,7.009668033,2,,n,2,0,0
1070,SAG,TL,10,C,N,3517,2,2,77,7.7,100,10,4,17.7,70.8,341.9848127,4,,SAG,TL,10,C,N,3517,1,3,134,13.4,153,15.3,4,28.7,114.8,531.4573522,5,flower bud,n,2,0,0
1071,SAG,TL,10,C,N,3518,1,3,57,5.7,113,11.3,4,17,68,329.1930294,3,,SAG,TL,10,C,N,3518,1,2,92,9.2,141,14.1,3,23.3,69.9,337.8827521,4,loose tag,n,2,0,0
1072,SAG,TL,10,C,N,3542,1,1,51,5.1,40,4,2,9.1,18.2,87.00062665,2,,SAG,TL,10,C,N,3542,1,2,34,3.4,62,6.2,3,9.6,28.8,140.880485,2,"actually 3512, but read wrong in 2016. Renamed 3542. check if seedling, not part of main cluster",n,2,0,0
1073,SAG,TL,10,A,N,7278,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1074,SAG,TL,10,A,N,7279,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,0,0
1075,SAG,TL,10,A,N,7280,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1076,SAG,TL,10,A,N,7281,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
1077,SAG,TL,10,A,N,7282,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1078,SAG,TL,10,A,N,7283,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
1079,SAG,TL,10,A,N,7284,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1080,SAG,TL,10,B,N,7285,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1081,SAG,TL,10,B,N,7286,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,0,0
1082,SAG,TL,10,B,N,7287,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1083,SAG,TL,10,C,N,7290,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1084,SAG,TL,10,C,N,7291,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1085,SAG,TL,10,C,N,7292,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,0,0
1086,SAG,TL,10,C,N,7293,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,0,0
1087,SAG,TL,19,A,N,5401,0,2,133,13.3,110,11,2,24.3,48.6,238.1504128,3,,SAG,TL,19,A,N,5401,0,2,27,2.7,111,11.1,2,13.8,27.6,134.8440994,2,,n,2,0,0
1088,SAG,TL,19,A,N,5402,1,2,150,15,85,8.5,3,23.5,70.5,340.618468,4,,SAG,TL,19,A,N,5402,1,3,87,8.7,129,12.9,4,21.6,86.4,411.6445466,4,,n,2,0,1
1089,SAG,TL,19,A,N,5403,1,2,195,19.5,101,10.1,3,29.6,88.8,422.1193058,4,,SAG,TL,19,A,N,5403,1,0,98,9.8,,0,1,9.8,9.8,43.40887033,2,dying,n,2,0,0
1090,SAG,TL,19,A,N,5408,1,2,142,14.2,96,9.6,3,23.8,71.4,344.7144755,4,,SAG,TL,19,A,N,5408,1,2,71,7.1,155,15.5,3,22.6,67.8,328.2759678,3,,n,2,0,0
1091,SAG,TL,19,A,N,5409,1,2,132,13.2,105,10.5,3,23.7,71.1,343.3501486,4,,SAG,TL,19,A,N,5409,1,3,157,15.7,150,15,4,30.7,122.8,563.5753497,5,,n,3,1,1
1092,SAG,TL,19,A,N,5410,1,3,158,15.8,133,13.3,4,29.1,116.4,537.9383438,5,,SAG,TL,19,A,N,5410,1,1,86,8.6,112,11.2,2,19.8,39.6,194.4815861,2,,n,2,0,0
1093,SAG,TL,19,A,N,5425,1,3,170,17,135,13.5,4,30.5,122,560.395833,5,,SAG,TL,19,A,N,5425,1,2,71,7.1,173,17.3,3,24.4,73.2,352.8792518,4,"1 clipped, 3 total",n,2,0,0
1094,SAG,TL,19,A,N,5427,1,2,156,15.6,110,11,3,26.6,79.8,382.5060399,4,,SAG,TL,19,A,N,5427,1,3,154,15.4,135,13.5,4,28.9,115.6,534.701435,5,,n,2,0,1
1095,SAG,TL,19,A,N,5455,1,3,156,15.6,134,13.4,4,29,116,536.3207862,5,,SAG,TL,19,A,N,5455,2,3,149,14.9,145,14.5,5,29.4,147,656.3648855,5,,n,3,1,2
1096,SAG,TL,19,A,N,5456,1,1,95,9.5,27,2.7,2,12.2,24.4,118.668157,2,,SAG,TL,19,A,N,5456,0,0,0,0,0,0,0,0,0,-8.447833,6,dead. loose tag,n,1,0,0
1097,SAG,TL,19,A,N,5457,1,2,180,18,95,9.5,3,27.5,82.5,394.4853556,4,,SAG,TL,19,A,N,5457,1,3,170,17,149,14.9,4,31.9,127.6,582.5017954,5,,n,2,0,0
1098,SAG,TL,19,A,N,5461,1,1,127,12.7,120,12,2,24.7,49.4,241.9881455,3,,SAG,TL,19,A,N,5461,1,3,166,16.6,131,13.1,4,29.7,118.8,547.6060262,5,,n,2,0,0
1099,SAG,TL,19,A,N,5463,1,2,117,11.7,75,7.5,3,19.2,57.6,280.9112782,3,,SAG,TL,19,A,N,5463,1,2,140,14,92,9.2,3,23.2,69.6,336.5133809,4,,n,2,0,0
1100,SAG,TL,19,A,N,5464,1,2,150,15,193,19.3,3,34.3,102.9,482.354582,5,,SAG,TL,19,A,N,5464,1,2,140,14,77,7.7,3,21.7,65.1,315.851751,3,,n,2,0,0
1101,SAG,TL,19,A,N,5465,1,2,175,17.5,95,9.5,3,27,81,387.8402687,4,,SAG,TL,19,A,N,5465,1,3,146,14.6,123,12.3,4,26.9,107.6,501.9377762,5,,n,3,3,0
1102,SAG,TL,19,A,N,5482,0,2,145,14.5,88,8.8,2,23.3,46.6,228.5246949,3,,SAG,TL,19,A,N,5482,1,1,78,7.8,151,15.1,2,22.9,45.8,224.6618532,3,,n,2,0,0
1103,SAG,TL,19,A,N,5485,1,2,175,17.5,100,10,3,27.5,82.5,394.4853556,4,,SAG,TL,19,A,N,5485,1,2,79,7.9,147,14.7,3,22.6,67.8,328.2759678,3,,n,2,0,0
1104,SAG,TL,19,A,N,5490,1,2,162,16.2,85,8.5,3,24.7,74.1,356.9480204,4,,SAG,TL,19,A,N,5490,2,3,138,13.8,115,11.5,5,25.3,126.5,578.187296,5,flower bud,n,2,0,1
1105,SAG,TL,19,B,N,5199,1,1,70,7,69,6.9,2,13.9,27.8,135.8512846,2,,SAG,TL,19,B,N,5199,1,1,104,10.4,45,4.5,2,14.9,29.8,145.8984759,2,,n,2,0,0
1106,SAG,TL,19,B,N,5560,1,1,60,6,60,6,2,12,24,116.6380934,2,,SAG,TL,19,B,N,5560,1,1,50,5,30,3,2,8,16,75.6601862,2,,n,2,0,0
1107,SAG,TL,19,B,N,5561,1,1,125,12.5,86,8.6,2,21.1,42.2,207.1902871,3,,SAG,TL,19,B,N,5561,1,1,85,8.5,78,7.8,2,16.3,32.6,159.8892167,2,,n,2,0,0
1108,SAG,TL,19,B,N,5562,2,1,143,14.3,125,12.5,3,26.8,80.4,385.175172,4,,SAG,TL,19,B,N,5562,1,2,157,15.7,170,17,3,32.7,98.1,462.0991499,4,,n,3,2,0
1109,SAG,TL,19,B,N,5563,1,3,156,15.6,90,9,4,24.6,98.4,463.3726807,4,,SAG,TL,19,B,N,5563,1,3,147,14.7,137,13.7,4,28.4,113.6,526.5777767,5,,n,3,2,1
1110,SAG,TL,19,B,N,5564,1,1,131,13.1,59,5.9,2,19,38,186.6231834,2,,SAG,TL,19,B,N,5564,1,2,103,10.3,72,7.2,3,17.5,52.5,256.7915986,3,,n,2,0,0
1111,SAG,TL,19,B,N,5565,1,2,143,14.3,57,5.7,3,20,60,292.160831,3,,SAG,TL,19,B,N,5565,2,2,146,14.6,103,10.3,4,24.9,99.6,468.4567157,5,,n,3,1,1
1112,SAG,TL,19,B,N,5566,1,2,137,13.7,58,5.8,3,19.5,58.5,285.1374268,3,,SAG,TL,19,B,N,5566,1,3,127,12.7,114,11.4,4,24.1,96.4,454.863419,4,,n,3,2,0
1113,SAG,TL,19,B,N,5568,1,2,150,15,40,4,3,19,57,278.0888015,3,,SAG,TL,19,B,N,5568,1,0,51,5.1,0,0,1,5.1,5.1,18.67316339,2,,n,2,0,0
1114,SAG,TL,19,B,N,5569,1,2,136,13.6,85,8.5,3,22.1,66.3,321.3837136,3,,SAG,TL,19,B,N,5569,1,3,143,14.3,130,13,4,27.3,109.2,508.5479001,5,flower bud,n,3,3,2
1115,SAG,TL,19,B,N,5570,2,1,85,8.5,78,7.8,3,16.3,48.9,239.5904033,3,,SAG,TL,19,B,N,5570,1,2,140,14,101,10.1,3,24.1,72.3,348.8014035,4,,n,3,2,0
1116,SAG,TL,19,B,N,5572,1,2,114,11.4,36,3.6,3,15,45,220.7918375,3,,SAG,TL,19,B,N,5572,1,1,89,8.9,60,6,2,14.9,29.8,145.8984759,2,,n,2,0,0
1117,SAG,TL,19,B,N,5573,1,1,97,9.7,35,3.5,2,13.2,26.4,128.7915722,2,,SAG,TL,19,B,N,5573,1,1,75,7.5,15,1.5,2,9,18,85.9719194,2,,n,2,0,0
1118,SAG,TL,19,B,N,5574,1,1,135,13.5,65,6.5,2,20,40,196.441703,2,,SAG,TL,19,B,N,5574,1,2,154,15.4,74,7.4,3,22.8,68.4,331.0258075,3,,n,2,0,1
